geneSymbol,ACC,BLCA,BRCA,CESC,CHOL,COADREAD,DLBC,ESCA,GBM,HNSC,KICH,KIRC,KIRP,LAML,LGG,LIHC,LUAD,LUSC,MESO,OV,PAAD,PCPG,PRAD,SARC,SKCM,STAD,TGCT,THCA,THYM,UCEC,UCS,UVM
METTL3,0.0,0.044226044226044224,0.0028517110266159697,0.017421602787456445,0.0,0.015037593984962405,0.0,0.005494505494505495,0.002631578947368421,0.009823182711198428,0.0,0.005,0.007246376811594203,0.005235602094240838,0.007827788649706457,0.0,0.007827788649706457,0.002066115702479339,0.0,0.003913894324853229,0.0056179775280898875,0.0,0.00408997955010225,0.0,0.027548209366391185,0.002304147465437788,0.0,0.0,0.0,0.03522504892367906,0.0,0.0
METTL14,0.011235955056179775,0.014742014742014743,0.0038022813688212928,0.006968641114982578,0.0,0.011278195488721804,0.0,0.0,0.005263157894736842,0.005893909626719057,0.0,0.0025,0.007246376811594203,0.005235602094240838,0.003913894324853229,0.0,0.011741682974559686,0.006198347107438017,0.0,0.0019569471624266144,0.0056179775280898875,0.0,0.00408997955010225,0.0,0.013774104683195593,0.0069124423963133645,0.0,0.0,0.016260162601626018,0.043052837573385516,0.017857142857142856,0.0
METTL16,0.0,0.002457002457002457,0.0009505703422053232,0.003484320557491289,0.0,0.018796992481203006,0.024390243902439025,0.0,0.002631578947368421,0.003929273084479371,0.0,0.0075,0.007246376811594203,0.0,0.0019569471624266144,0.0,0.005870841487279843,0.010330578512396695,0.0,0.0019569471624266144,0.0,0.0,0.0,0.0,0.02203856749311295,0.0069124423963133645,0.0,0.002053388090349076,0.0,0.025440313111545987,0.0,0.0
WTAP,0.011235955056179775,0.022113022113022112,0.006653992395437262,0.006968641114982578,0.0,0.011278195488721804,0.0,0.0,0.0,0.009823182711198428,0.0,0.005,0.0,0.005235602094240838,0.003913894324853229,0.00554016620498615,0.015655577299412915,0.006198347107438017,0.0,0.0019569471624266144,0.011235955056179775,0.0,0.002044989775051125,0.003952569169960474,0.02203856749311295,0.009216589861751152,0.0,0.002053388090349076,0.0,0.03718199608610567,0.0,0.0
VIRMA,0.011235955056179775,0.05405405405405406,0.012357414448669201,0.020905923344947737,0.027777777777777776,0.04887218045112782,0.0,0.01098901098901099,0.007894736842105263,0.025540275049115914,0.03076923076923077,0.005,0.010869565217391304,0.0,0.009784735812133072,0.013850415512465374,0.03718199608610567,0.028925619834710745,0.0,0.005870841487279843,0.0,0.0,0.006134969325153374,0.007905138339920948,0.0881542699724518,0.04838709677419355,0.0,0.0,0.0,0.0821917808219178,0.017857142857142856,0.0
ZC3H13,0.011235955056179775,0.04176904176904177,0.010456273764258554,0.03484320557491289,0.0,0.06578947368421052,0.024390243902439025,0.04395604395604396,0.013157894736842105,0.011787819253438114,0.0,0.01,0.010869565217391304,0.010471204188481676,0.003913894324853229,0.008310249307479225,0.043052837573385516,0.02066115702479339,0.0,0.0136986301369863,0.0056179775280898875,0.0,0.014314928425357873,0.007905138339920948,0.06060606060606061,0.07603686635944701,0.0,0.008213552361396304,0.008130081300813009,0.12524461839530332,0.03571428571428571,0.0125
RBM15,0.011235955056179775,0.0343980343980344,0.005703422053231939,0.017421602787456445,0.0,0.043233082706766915,0.0,0.016483516483516484,0.007894736842105263,0.007858546168958742,0.015384615384615385,0.0025,0.010869565217391304,0.005235602094240838,0.003913894324853229,0.002770083102493075,0.021526418786692758,0.01859504132231405,0.0,0.007827788649706457,0.011235955056179775,0.0,0.00408997955010225,0.007905138339920948,0.024793388429752067,0.027649769585253458,0.0,0.002053388090349076,0.0,0.050880626223091974,0.0,0.0
FTO,0.011235955056179775,0.009828009828009828,0.0038022813688212928,0.006968641114982578,0.0,0.022556390977443608,0.0,0.01098901098901099,0.005263157894736842,0.009823182711198428,0.0,0.0,0.0,0.0,0.0,0.00554016620498615,0.011741682974559686,0.022727272727272728,0.0,0.007827788649706457,0.0056179775280898875,0.0,0.0,0.0,0.01652892561983471,0.009216589861751152,0.0,0.0,0.0,0.03913894324853229,0.0,0.0
ALKBH5,0.0,0.014742014742014743,0.004752851711026616,0.003484320557491289,0.0,0.007518796992481203,0.0,0.005494505494505495,0.002631578947368421,0.007858546168958742,0.0,0.0,0.007246376811594203,0.0,0.0019569471624266144,0.0,0.007827788649706457,0.004132231404958678,0.0,0.0,0.0056179775280898875,0.0,0.002044989775051125,0.0,0.0,0.0069124423963133645,0.0,0.0,0.0,0.011741682974559686,0.0,0.0
YTHDF1,0.011235955056179775,0.009828009828009828,0.006653992395437262,0.010452961672473868,0.0,0.013157894736842105,0.0,0.005494505494505495,0.007894736842105263,0.007858546168958742,0.0,0.0025,0.0,0.0,0.003913894324853229,0.00554016620498615,0.011741682974559686,0.012396694214876033,0.0,0.007827788649706457,0.0056179775280898875,0.0,0.002044989775051125,0.0,0.03581267217630854,0.02534562211981567,0.0,0.0,0.0,0.033268101761252444,0.017857142857142856,0.0
